1	16	3	13	2	15	4	10	5	14	6	9	7	12	8	11	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
8705800	6101100	8180800	7145700	8446800	4635000	9051800	9088100	7707800	7842600	7890400	9086600	8414400	8062200	6258400	8510800	-1	33	33	29	48.7	48.7	42.6	85.47	0	323.31	34997000000	54	Q02248	Q02248	Catenin beta-1	Ctnnb1	2348	sp|Q02248|CTNB1_MOUSE Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1
2026900	2499400	1255600	1554600	2627400	721750	4567700	2735500	1512000	1806000	2025200	2013200	1227200	3674100	2593700	1193600	-1	31	27	27	50.6	44.3	44.3	81.8	0	323.31	10108000000	38	Q02257	Q02257	Junction plakoglobin	Jup	2349	sp|Q02257|PLAK_MOUSE Junction plakoglobin OS=Mus musculus OX=10090 GN=Jup PE=1 SV=3
28455	15658	24216	19356	33001	16415	24158	24427	18861	26314	27578	30140	23494	18673	13346	22022	-1	8	6	1	7	5.6	1.6	192.03	0	149.27	70661000	5	Q02357-5;Q02357;Q02357-3;Q02357-4	Q02357-5;Q02357;Q02357-3;Q02357-4	Ankyrin-1	Ank1	2350	sp|Q02357-5|ANK1_MOUSE Isoform 5 of Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1;sp|Q02357|ANK1_MOUSE Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1 PE=1 SV=2;sp|Q02357-3|ANK1_MOUSE Isoform Er3 of Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1;sp|Q02357-4|ANK1_MOUSE
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	8	1	1	6	0.9	0.9	202.55	0.0004964	2.2069	0	0	Q02357-2;Q02357-6	Q02357-2;Q02357-6	Ankyrin-1	Ank1	2351	sp|Q02357-2|ANK1_MOUSE Isoform Br2 of Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1;sp|Q02357-6|ANK1_MOUSE Isoform 6 of Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1
813.72998046875	953.150024414063	795.549987792969	908.650024414063	1609.40002441406	949.559997558594	1476.59997558594	2335.39990234375	584.049987792969	1003.90002441406	1726.19995117188	1441.30004882813	375.339996337891	1287	586.260009765625	941.239990234375	-1	1	1	1	2.4	2.4	2.4	55.586	0.0021855	1.7645	13668000	1	Q02395-2;Q02395	Q02395-2;Q02395	Metal-response element-binding transcription factor 2	Mtf2	2352	sp|Q02395-2|MTF2_MOUSE Isoform 2 of Metal-response element-binding transcription factor 2 OS=Mus musculus OX=10090 GN=Mtf2;sp|Q02395|MTF2_MOUSE Metal-response element-binding transcription factor 2 OS=Mus musculus OX=10090 GN=Mtf2 PE=1 SV=2
446900	349510	553270	369860	614690	374350	534440	634680	349070	715470	799910	434410	618080	483450	332710	548630	-1	8	8	8	19.2	19.2	19.2	33.832	0	25.094	417680000	10	Q02614	Q02614	SAP30-binding protein	Sap30bp	2353	sp|Q02614|S30BP_MOUSE SAP30-binding protein OS=Mus musculus OX=10090 GN=Sap30bp PE=1 SV=2
86844	59242	146320	107960	107840	166150	71314	94993	90642	95408	98135	125160	219440	84032	46989	229200	-1	11	9	9	29.2	24	24	51.497	0	323.31	303220000	4	Q02780-5;Q02780-3;Q02780-7;Q02780-4;Q02780;Q02780-2;Q02780-6	Q02780-5;Q02780-3;Q02780-7;Q02780-4;Q02780;Q02780-2;Q02780-6	Nuclear factor 1 A-type	Nfia	2354	sp|Q02780-5|NFIA_MOUSE Isoform 5 of Nuclear factor 1 A-type OS=Mus musculus OX=10090 GN=Nfia;sp|Q02780-3|NFIA_MOUSE Isoform 3 of Nuclear factor 1 A-type OS=Mus musculus OX=10090 GN=Nfia;sp|Q02780-7|NFIA_MOUSE Isoform 7 of Nuclear factor 1 A-type OS=Mus mus
459220	161470	1913100	76347	2806800	226660	4534300	2836800	24712	226580	233240	595320	346910	5223200	132630	2108200	-1	38	38	38	35.7	35.7	35.7	110.33	0	152.8	9837300000	55	Q02788	Q02788	Collagen alpha-2(VI) chain	Col6a2	2355	sp|Q02788|CO6A2_MOUSE Collagen alpha-2(VI) chain OS=Mus musculus OX=10090 GN=Col6a2 PE=1 SV=3
7259600	2643700	9247000	4109600	8646200	4464100	8755100	9069400	4358900	4157700	4401900	7833000	8116500	8407100	2927900	10510000	-1	32	32	32	61.4	61.4	61.4	53.408	0	323.31	16350000000	40	Q02819	Q02819	Nucleobindin-1	Nucb1	2356	sp|Q02819|NUCB1_MOUSE Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2
634640	531960	239260	564840	139710	260710	664150	124240	550870	237370	238910	417690	364160	386720	631720	197970	-1	14	11	10	20.2	18	16.6	109.81	0	53.529	944740000	12	Q03137;Q03137-2	Q03137;Q03137-2	Ephrin type-A receptor 4	Epha4	2357	sp|Q03137|EPHA4_MOUSE Ephrin type-A receptor 4 OS=Mus musculus OX=10090 GN=Epha4 PE=1 SV=2;sp|Q03137-2|EPHA4_MOUSE Isoform Short of Ephrin type-A receptor 4 OS=Mus musculus OX=10090 GN=Epha4
67473	39035	76635	46291	50103	47843	66940	63326	30972	41171	45723	80393	59750	72266	41642	74849	-1	18	16	15	33.2	30	28.4	83.208	0	99.144	154600000	6	Q03141-3;Q03141;Q03141-2;Q8VHJ5	Q03141-3;Q03141;Q03141-2	MAP/microtubule affinity-regulating kinase 3	Mark3	2358	sp|Q03141-3|MARK3_MOUSE Isoform 3 of MAP/microtubule affinity-regulating kinase 3 OS=Mus musculus OX=10090 GN=Mark3;sp|Q03141|MARK3_MOUSE MAP/microtubule affinity-regulating kinase 3 OS=Mus musculus OX=10090 GN=Mark3 PE=1 SV=2;sp|Q03141-2|MARK3_MOUSE Isofo
1286800	3053100	1385800	1431700	622510	1503600	4000500	598690	1443700	1109000	1016600	1265300	2258700	2767400	3074700	1320800	-1	35	35	34	36.8	36.8	35.7	108.85	0	323.31	7788600000	34	Q03145	Q03145	Ephrin type-A receptor 2	Epha2	2359	sp|Q03145|EPHA2_MOUSE Ephrin type-A receptor 2 OS=Mus musculus OX=10090 GN=Epha2 PE=1 SV=3
759630	736980	1712600	963200	2054200	1054600	2397100	2109100	709230	1315100	1315800	762150	1648700	2461900	755000	1698400	-1	16	16	15	19.5	19.5	18.5	97.206	0	133.71	1734700000	18	Q03146-2;Q03146	Q03146-2;Q03146	Epithelial discoidin domain-containing receptor 1	Ddr1	2360	sp|Q03146-2|DDR1_MOUSE Isoform 2 of Epithelial discoidin domain-containing receptor 1 OS=Mus musculus OX=10090 GN=Ddr1;sp|Q03146|DDR1_MOUSE Epithelial discoidin domain-containing receptor 1 OS=Mus musculus OX=10090 GN=Ddr1 PE=2 SV=2
53213	39791	73522	47958	75411	66303	65571	68815	43279	84124	78253	75262	86506	62928	44334	84431	-1	5	5	5	11.8	11.8	11.8	38.968	0	104.05	267240000	3	Q03147	Q03147	Cyclin-dependent kinase 7	Cdk7	2361	sp|Q03147|CDK7_MOUSE Cyclin-dependent kinase 7 OS=Mus musculus OX=10090 GN=Cdk7 PE=1 SV=2
5899.2001953125	2877.89990234375	19186	1723.19995117188	22297	7824.89990234375	21754	18871	1203.59997558594	3806.89990234375	3214	5693.60009765625	7711.7001953125	26455	1980.59997558594	22303	-1	1	1	1	1.4	1.4	1.4	72.75	0	2.5746	8497800	1	Q03157	Q03157	Amyloid-like protein 1;C30	Aplp1	2362	sp|Q03157|APLP1_MOUSE Amyloid-like protein 1 OS=Mus musculus OX=10090 GN=Aplp1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	6	6	6	3.5	3.5	3.5	288.34	0	50.931	0	0	Q03172	Q03172	Zinc finger protein 40	Hivep1	2363	sp|Q03172|ZEP1_MOUSE Zinc finger protein 40 OS=Mus musculus OX=10090 GN=Hivep1 PE=1 SV=1
442620	484960	418910	365610	923620	307630	597720	842350	354520	966650	999530	419920	502150	481820	493670	380930	-1	19	19	19	26.1	26.1	26.1	83.775	0	323.31	1584900000	18	Q03173-4;Q03173-5;Q03173;Q03173-6;Q03173-3;Q03173-2	Q03173-4;Q03173-5;Q03173;Q03173-6;Q03173-3	Protein enabled homolog	Enah	2364	sp|Q03173-4|ENAH_MOUSE Isoform 3 of Protein enabled homolog OS=Mus musculus OX=10090 GN=Enah;sp|Q03173-5|ENAH_MOUSE Isoform 4 of Protein enabled homolog OS=Mus musculus OX=10090 GN=Enah;sp|Q03173|ENAH_MOUSE Protein enabled homolog OS=Mus musculus OX=10090
18448	8842.2998046875	15106	14806	15717	11115	9760.900390625	12820	10450	18667	16976	18721	18051	7631	9452.7001953125	15207	-1	2	2	2	5.8	5.8	5.8	43.232	0	4.0843	42847000	3	Q03249	Q03249	Galactose-1-phosphate uridylyltransferase	Galt	2365	sp|Q03249|GALT_MOUSE Galactose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 GN=Galt PE=1 SV=3
7548200	7289200	7101400	6580500	11398000	6125400	8713700	10971000	7434000	10169000	11296000	6990300	8122700	8832300	6508100	7722700	-1	37	37	37	56.4	56.4	56.4	59.752	0	296.47	227450000000	193	Q03265	Q03265	ATP synthase subunit alpha, mitochondrial	Atp5a1	2366	sp|Q03265|ATPA_MOUSE ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1
33787	69248	65955	32657	53646	61197	71002	66073	37420	117220	145400	26572	108740	63907	73212	56673	-1	6	6	6	15.1	15.1	15.1	48.609	0	11.824	110510000	3	Q03347;Q03347-4;Q03347-5;Q03347-2;Q03347-3	Q03347;Q03347-4;Q03347-5;Q03347-2	Runt-related transcription factor 1	Runx1	2367	sp|Q03347|RUNX1_MOUSE Runt-related transcription factor 1 OS=Mus musculus OX=10090 GN=Runx1 PE=1 SV=1;sp|Q03347-4|RUNX1_MOUSE Isoform 4 of Runt-related transcription factor 1 OS=Mus musculus OX=10090 GN=Runx1;sp|Q03347-5|RUNX1_MOUSE Isoform 5 of Runt-relat
469060	91900	94258	220850	339290	41097	242030	432570	233120	195570	249290	788750	65768	518300	84334	135550	-1	11	11	11	11.7	11.7	11.7	129.88	0	21.876	537600000	11	Q03350	Q03350	Thrombospondin-2	Thbs2	2368	sp|Q03350|TSP2_MOUSE Thrombospondin-2 OS=Mus musculus OX=10090 GN=Thbs2 PE=1 SV=2
471350	209200	402530	300200	463870	230820	358750	407730	286450	357760	404080	451870	433620	291680	205810	366010	-1	5	5	5	38.6	38.6	38.6	14.454	0	50.515	1167100000	8	Q03958	Q03958	Prefoldin subunit 6	Pfdn6	2369	sp|Q03958|PFD6_MOUSE Prefoldin subunit 6 OS=Mus musculus OX=10090 GN=Pfdn6 PE=1 SV=1
362490	167270	639770	173790	418040	242320	389620	428550	149920	217130	226310	354230	418390	425740	153900	613100	-1	11	11	11	18.6	18.6	18.6	58.279	0	114.99	580100000	8	Q03963	Q03963	Interferon-induced, double-stranded RNA-activated protein kinase	Eif2ak2	2370	sp|Q03963|E2AK2_MOUSE Interferon-induced, double-stranded RNA-activated protein kinase OS=Mus musculus OX=10090 GN=Eif2ak2 PE=1 SV=2
544770	416520	500460	456220	483720	541030	284380	406220	501810	484740	444300	561900	604490	318120	279430	524880	-1	13	13	12	25	25	23.3	60.211	0	55.532	2872800000	17	Q04207;Q04207-2	Q04207;Q04207-2	Transcription factor p65	Rela	2371	sp|Q04207|TF65_MOUSE Transcription factor p65 OS=Mus musculus OX=10090 GN=Rela PE=1 SV=1;sp|Q04207-2|TF65_MOUSE Isoform p65 delta of Transcription factor p65 OS=Mus musculus OX=10090 GN=Rela
2258200	414090	1430500	1330000	918260	712810	465340	799120	1134000	465210	500170	1922800	1148800	411230	392370	1009700	-1	9	9	9	28.1	28.1	28.1	42.713	0	66.321	3364800000	14	Q04447;P07310	Q04447	Creatine kinase B-type	Ckb	2372	sp|Q04447|KCRB_MOUSE Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1
89619	131240	209020	122140	255710	172860	150910	259640	116070	308940	324550	93260	249390	168170	102950	227530	-1	7	7	7	12.3	12.3	12.3	69.926	0	53.762	1709000000	9	Q04519	Q04519	Sphingomyelin phosphodiesterase	Smpd1	2373	sp|Q04519|ASM_MOUSE Sphingomyelin phosphodiesterase OS=Mus musculus OX=10090 GN=Smpd1 PE=1 SV=2
2336.30004882813	18497	11667	3813.30004882813	9104.599609375	9296.5	29737	9485.599609375	2623.19995117188	20900	20174	2998.19995117188	14065	29487	17765	12753	-1	7	7	7	13.1	13.1	13.1	44.014	0	229.09	22744000	1	Q04573;Q04573-2	Q04573	Neuropeptide Y receptor type 1	Npy1r	2374	sp|Q04573|NPY1R_MOUSE Neuropeptide Y receptor type 1 OS=Mus musculus OX=10090 GN=Npy1r PE=1 SV=1
4538	1275.19995117188	2889.30004882813	2670.39990234375	1315.80004882813	893.75	2607	1424.80004882813	1824.5	778.27001953125	701.349975585938	5134	2492.5	2713.10009765625	670.630004882813	4010.5	-1	1	1	1	1.9	1.9	1.9	101.49	0	8.2277	6776600	1	Q04592-2;Q04592	Q04592-2;Q04592	Proprotein convertase subtilisin/kexin type 5	Pcsk5	2375	sp|Q04592-2|PCSK5_MOUSE Isoform PC5A of Proprotein convertase subtilisin/kexin type 5 OS=Mus musculus OX=10090 GN=Pcsk5;sp|Q04592|PCSK5_MOUSE Proprotein convertase subtilisin/kexin type 5 OS=Mus musculus OX=10090 GN=Pcsk5 PE=1 SV=3
938460	662880	691440	897840	551400	595740	778320	555810	853400	682250	711340	1045400	934080	689790	604230	642390	-1	35	35	35	14.3	14.3	14.3	317.22	0	323.31	1869400000	29	Q04690-2;Q04690;Q04690-4;Q04690-3	Q04690-2;Q04690	Neurofibromin	Nf1	2376	sp|Q04690-2|NF1_MOUSE Isoform I of Neurofibromin OS=Mus musculus OX=10090 GN=Nf1;sp|Q04690|NF1_MOUSE Neurofibromin OS=Mus musculus OX=10090 GN=Nf1 PE=1 SV=1
524380	405630	728920	396510	657140	397940	913860	636460	373710	592250	637660	505400	665560	690410	438900	645610	-1	20	20	20	25.4	25.4	25.4	116.45	0	323.31	730140000	13	Q04692;Q04692-2	Q04692;Q04692-2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	Smarcad1	2377	sp|Q04692|SMRCD_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Mus musculus OX=10090 GN=Smarcad1 PE=1 SV=2;sp|Q04692-2|SMRCD_MOUSE Isoform 2 of SWI/SNF-related matrix-associated actin-d
41564	34927	42202	40539	53198	43244	34942	53481	32029	68158	64350	46109	60005	33737	32984	43886	-1	12	8	8	26	19.6	19.6	55.913	0	323.31	49675000	3	Q04735;Q04735-2	Q04735;Q04735-2	Cyclin-dependent kinase 16	Cdk16	2378	sp|Q04735|CDK16_MOUSE Cyclin-dependent kinase 16 OS=Mus musculus OX=10090 GN=Cdk16 PE=1 SV=1;sp|Q04735-2|CDK16_MOUSE Isoform Short of Cyclin-dependent kinase 16 OS=Mus musculus OX=10090 GN=Cdk16
889070	1344400	954370	983950	1114300	928940	1530200	1118800	913440	1586800	1613500	1016500	1254900	1411100	1236800	959860	-1	15	15	5	24	24	10.2	60.629	0	67.098	4567300000	18	Q04736	Q04736	Tyrosine-protein kinase Yes	Yes1	2379	sp|Q04736|YES_MOUSE Tyrosine-protein kinase Yes OS=Mus musculus OX=10090 GN=Yes1 PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	5.1	5.1	5.1	28.374	0	69.786	0	0	Q04744	Q04744	Homeobox protein EMX2	Emx2	2380	sp|Q04744|EMX2_MOUSE Homeobox protein EMX2 OS=Mus musculus OX=10090 GN=Emx2 PE=1 SV=3
1048200	944620	915280	734500	1072700	800350	1022100	1373000	413880	830120	991180	2450300	682300	1978800	790530	1389600	-1	15	15	14	20.5	20.5	18.4	90.875	0	27.719	1312800000	13	Q04750;Q8R4U6	Q04750	DNA topoisomerase 1	Top1	2381	sp|Q04750|TOP1_MOUSE DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2
40033	53811	50881	68100	73716	71692	42264	92705	57206	140420	125970	55780	87728	53582	38402	59553	-1	3	3	3	14.7	14.7	14.7	36.471	0	27.237	149500000	4	Q04841	Q04841	DNA-3-methyladenine glycosylase	Mpg	2382	sp|Q04841|3MG_MOUSE DNA-3-methyladenine glycosylase OS=Mus musculus OX=10090 GN=Mpg PE=2 SV=3
1292700	346110	3408600	245430	5004100	443570	6956500	4946000	196390	602260	594080	1460500	765890	7413500	317520	3649800	-1	33	33	33	36.9	36.9	36.9	108.49	0	302.16	11981000000	52	Q04857	Q04857	Collagen alpha-1(VI) chain	Col6a1	2383	sp|Q04857|CO6A1_MOUSE Collagen alpha-1(VI) chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1
124930	72597	178480	123730	92271	149670	77592	88776	141370	143680	164340	125420	234690	65946	84521	148400	-1	5	5	5	15.2	15.2	15.2	60.305	0	18.452	226330000	6	Q04863	Q04863	Transcription factor RelB	Relb	2384	sp|Q04863|RELB_MOUSE Transcription factor RelB OS=Mus musculus OX=10090 GN=Relb PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	4.3	4.3	4.3	56.076	0	3.1583	0	0	Q04887	Q04887	Transcription factor SOX-9	Sox9	2385	sp|Q04887|SOX9_MOUSE Transcription factor SOX-9 OS=Mus musculus OX=10090 GN=Sox9 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	9.2	9.2	9.2	34.083	0	72.271	0	0	Q04890	Q04890	Transcription factor SOX-12	Sox12	2386	sp|Q04890|SOX12_MOUSE Transcription factor SOX-12 OS=Mus musculus OX=10090 GN=Sox12 PE=1 SV=2
74576	62563	43777	41047	45632	31680	86154	41341	43744	40411	43125	71008	54903	55968	72384	38567	-1	10	7	7	22.4	15.7	15.7	51.847	0	43.963	95678000	3	Q04899	Q04899	Cyclin-dependent kinase 18	Cdk18	2387	sp|Q04899|CDK18_MOUSE Cyclin-dependent kinase 18 OS=Mus musculus OX=10090 GN=Cdk18 PE=1 SV=1
2409300	604300	2559300	1335500	2540300	954440	2296300	2645500	1332700	1224200	1358700	2561300	1880400	1738500	662980	2820700	-1	11	11	11	32	32	32	38.113	0	267.4	7952300000	22	Q05186	Q05186	Reticulocalbin-1	Rcn1	2388	sp|Q05186|RCN1_MOUSE Reticulocalbin-1 OS=Mus musculus OX=10090 GN=Rcn1 PE=1 SV=1
122660	100860	160210	95055	152090	99081	146340	172830	85765	147250	141780	156280	127240	160410	101350	147920	-1	20	20	18	24.1	24.1	21	86.305	0	205.71	467970000	13	Q05512;Q05512-3;Q05512-4;Q05512-2	Q05512;Q05512-3;Q05512-4;Q05512-2	Serine/threonine-protein kinase MARK2	Mark2	2389	sp|Q05512|MARK2_MOUSE Serine/threonine-protein kinase MARK2 OS=Mus musculus OX=10090 GN=Mark2 PE=1 SV=3;sp|Q05512-3|MARK2_MOUSE Isoform 3 of Serine/threonine-protein kinase MARK2 OS=Mus musculus OX=10090 GN=Mark2;sp|Q05512-4|MARK2_MOUSE Isoform 4 of Serine
335850	971250	487290	222830	796830	257250	2601700	716910	275950	1070900	1151500	151820	462300	1388300	1442700	312510	-1	10	9	9	21.2	19.7	19.7	69.012	0	14.325	1455700000	10	Q05769	Q05769	Prostaglandin G/H synthase 2	Ptgs2	2390	sp|Q05769|PGH2_MOUSE Prostaglandin G/H synthase 2 OS=Mus musculus OX=10090 GN=Ptgs2 PE=1 SV=1
4024500	2464000	4424400	4399800	9266000	3819800	4769300	10351000	4136200	10732000	11168000	4197600	5772200	5399100	2532500	5035400	-1	122	122	122	39.6	39.6	39.6	398.29	0	323.31	124020000000	239	Q05793	Q05793	Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide	Hspg2	2391	sp|Q05793|PGBM_MOUSE Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1
2634100	2241400	5645500	2322900	1888100	4435100	2548600	1727200	2027400	2328400	2496900	2665500	7592300	1934500	2601400	5395000	-1	12	12	11	81.5	81.5	74.8	15.137	0	109.91	10110000000	34	Q05816	Q05816	Fatty acid-binding protein, epidermal	Fabp5	2392	sp|Q05816|FABP5_MOUSE Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	5	3	3	4.6	3	3	159.39	0	5.6546	0	0	Q05860-2;Q05860;Q05860-3;Q05860-6;Q05860-4	Q05860-2;Q05860;Q05860-3;Q05860-6	Formin-1	Fmn1	2393	sp|Q05860-2|FMN1_MOUSE Isoform 2 of Formin-1 OS=Mus musculus OX=10090 GN=Fmn1;sp|Q05860|FMN1_MOUSE Formin-1 OS=Mus musculus OX=10090 GN=Fmn1 PE=1 SV=2;sp|Q05860-3|FMN1_MOUSE Isoform 3 of Formin-1 OS=Mus musculus OX=10090 GN=Fmn1;sp|Q05860-6|FMN1_MOUSE Isof
98928	38817	62311	81736	59982	43760	43631	62724	91051	62315	65708	86398	57393	43535	34902	46676	-1	5	5	3	6.2	6.2	4.3	133.21	0	105.9	92519000	5	Q05860-5	Q05860-5	Formin-1	Fmn1	2394	sp|Q05860-5|FMN1_MOUSE Isoform 5 of Formin-1 OS=Mus musculus OX=10090 GN=Fmn1
238580	47458	104130	98876	296620	26660	184710	312640	88114	91080	95565	354690	47945	220490	41912	123300	-1	7	7	7	8.3	8.3	8.3	104.12	0	32.099	222860000	8	Q05895;Q9Z1T2	Q05895	Thrombospondin-3	Thbs3	2395	sp|Q05895|TSP3_MOUSE Thrombospondin-3 OS=Mus musculus OX=10090 GN=Thbs3 PE=1 SV=2
190840	163350	284810	259290	225920	347020	162390	207710	231800	349050	336550	214980	490520	172980	147840	327440	-1	6	6	6	5	5	5	161.24	0	60.122	420680000	6	Q05909	Q05909	Receptor-type tyrosine-protein phosphatase gamma	Ptprg	2396	sp|Q05909|PTPRG_MOUSE Receptor-type tyrosine-protein phosphatase gamma OS=Mus musculus OX=10090 GN=Ptprg PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	5.4	5.4	5.4	27.014	0.0020666	1.7887	0	0	Q05915	Q05915	GTP cyclohydrolase 1	Gch1	2397	sp|Q05915|GCH1_MOUSE GTP cyclohydrolase 1 OS=Mus musculus OX=10090 GN=Gch1 PE=1 SV=1
2192000	1653500	3255800	1817100	3500800	2012200	2729100	3645200	1859000	3287300	3828400	2215900	3415700	2584500	1655800	3315700	-1	43	43	43	36.4	36.4	36.4	129.68	0	282.68	15117000000	60	Q05920	Q05920	Pyruvate carboxylase, mitochondrial	Pc	2398	sp|Q05920|PYC_MOUSE Pyruvate carboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Pc PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	2.3	2.3	2.3	84.331	0.0046869	1.5246	0	0	Q059Y8	Q059Y8	DC-STAMP domain-containing protein 1	Dcst1	2399	sp|Q059Y8|DCST1_MOUSE E3 ubiquitin-protein ligase DCST1 OS=Mus musculus OX=10090 GN=Dcst1 PE=2 SV=1
74873	40639	73860	57014	78525	51125	73587	79701	57118	68677	73469	66877	66854	63396	35577	62506	-1	5	4	4	11.3	10	10	68.573	0	98.085	147840000	3	Q05A36	Q05A36	RNA-binding E3 ubiquitin-protein ligase MEX3C	Mex3c	2400	sp|Q05A36|MEX3C_MOUSE RNA-binding E3 ubiquitin-protein ligase MEX3C OS=Mus musculus OX=10090 GN=Mex3c PE=2 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	4.6	4.6	4.6	54.384	0.0099754	1.1422	0	0	Q05A56	Q05A56	Hyaluronidase-4	Hyal4	2401	sp|Q05A56|HYAL4_MOUSE Hyaluronidase-4 OS=Mus musculus OX=10090 GN=Hyal4 PE=2 SV=1
7277.2998046875	4676	8400.099609375	7840.2998046875	10672	6620.39990234375	7078.2001953125	11162	9176.900390625	13616	13398	8481.5	14109	7467.7001953125	4599.39990234375	7985.39990234375	-1	4	4	4	20.5	20.5	20.5	41.245	0	76.681	16493000	2	Q05AH6;Q05AH6-2	Q05AH6;Q05AH6-2	Uncharacterized protein C11orf84 homolog		2402	sp|Q05AH6|SPNDC_MOUSE Spindlin interactor and repressor of chromatin-binding protein OS=Mus musculus OX=10090 GN=Spindoc PE=1 SV=1;sp|Q05AH6-2|SPNDC_MOUSE Isoform 2 of Spindlin interactor and repressor of chromatin-binding protein OS=Mus musculus OX=10090
882060	326580	636170	663040	1270300	467580	365140	1239500	673250	1254800	1483800	956370	793460	350630	321190	602160	-1	18	18	18	21.5	21.5	21.5	86.41	0	51.77	1426700000	21	Q05BC3-2;Q05BC3;Q05BC3-3	Q05BC3-2;Q05BC3;Q05BC3-3	Echinoderm microtubule-associated protein-like 1	Eml1	2403	sp|Q05BC3-2|EMAL1_MOUSE Isoform 2 of Echinoderm microtubule-associated protein-like 1 OS=Mus musculus OX=10090 GN=Eml1;sp|Q05BC3|EMAL1_MOUSE Echinoderm microtubule-associated protein-like 1 OS=Mus musculus OX=10090 GN=Eml1 PE=1 SV=1;sp|Q05BC3-3|EMAL1_MOUSE
1350300	1156300	1614700	1113300	1888400	1173100	1773000	1759500	1161500	1629100	1693200	1330700	1950000	1482500	1087400	1609500	-1	30	30	30	44.9	44.9	44.9	64.802	0	323.31	3491300000	31	Q05CL8;Q05CL8-2	Q05CL8	La-related protein 7	Larp7	2404	sp|Q05CL8|LARP7_MOUSE La-related protein 7 OS=Mus musculus OX=10090 GN=Larp7 PE=1 SV=2
2722400	2073000	2499800	2385400	2547400	1997800	3003000	3904000	1771900	2897600	3085900	3924800	2495500	3401700	1699400	3450100	-1	38	38	37	29.6	29.6	29	137.61	0	323.31	5428400000	31	Q05D44;REV__Q6ZWQ0-3	Q05D44	Eukaryotic translation initiation factor 5B	Eif5b	2405	sp|Q05D44|IF2P_MOUSE Eukaryotic translation initiation factor 5B OS=Mus musculus OX=10090 GN=Eif5b PE=1 SV=2
1454200	886920	1223300	1120300	1847100	828230	1122000	1784700	1026100	1659400	1747700	1514100	1434900	1099900	774160	1214000	-1	9	9	9	28.2	28.2	28.2	39.842	0	27.617	1912600000	10	Q06138;Q9DB16-2;Q9DB16	Q06138	Calcium-binding protein 39	Cab39	2406	sp|Q06138|CAB39_MOUSE Calcium-binding protein 39 OS=Mus musculus OX=10090 GN=Cab39 PE=1 SV=2
