Pooled_1	U1_V3_1	U1_V3_2	U1_V9_1	U1_V9_2	U1_V15_1	U1_V15_2	U1_V21_1	U1_V21_2	U1_I3_1	U1_I3_2	U1_I9_1	U1_I9_2	U1_I15_1	U1_I15_2	U1_I21_1	U1_I21_2	Pooled_2	U2_V3_1	U2_V3_2	U2_V9_1	U2_V9_2	U2_V15_1	U2_V15_2	U2_V21_1	U2_V21_2	U2_I3_1	U2_I3_2	U2_I9_1	U2_I9_2	U2_I15_1	U2_I15_2	U2_I21_1	U2_I21_2	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
1777700	1882000	1122300	1826400	1650100	1720500	980200	1195000	1220800	2163300	1529200	1572400	2410900	1714400	2446700	1581600	1945900	1217200	1650400	1257100	1215300	1470300	2058100	1492900	1695800	1129200	1318300	1606700	1610300	1832500	1562800	1889200	1439800	1844600	22	22	20	84.4	84.4	80.2	26.268	0	323.31	64	P51859;Q9JMG7;Q9JMG7-2	P51859	Hepatoma-derived growth factor	Hdgf	1600	sp|P51859|HDGF_MOUSE Hepatoma-derived growth factor OS=Mus musculus OX=10090 GN=Hdgf PE=1 SV=2
1843100	2063600	1525400	2107800	1842000	2057400	1153100	1317900	1555300	2398800	1584100	1795200	2386700	1872900	2076800	1443000	1896900	1864500	2167300	1897300	2121100	2191300	2478100	2225200	2269100	2154900	1410400	2117200	1854200	2103100	2351900	2639000	1839400	2365100	14	14	14	49	49	49	40.301	0	311.21	48	P51863	P51863	V-type proton ATPase subunit d 1	Atp6v0d1	1601	sp|P51863|VA0D1_MOUSE V-type proton ATPase subunit d 1 OS=Mus musculus OX=10090 GN=Atp6v0d1 PE=1 SV=2
266790	233700	152450	291890	243920	199190	146440	151690	158680	418010	265020	278350	385140	309140	305050	260480	240570	235140	232610	182910	252240	211040	304420	254180	208320	213120	282380	355180	343360	284090	185490	309190	279440	389150	4	4	4	44.7	44.7	44.7	14.893	0	126.22	15	P51880	P51880	Fatty acid-binding protein, brain	Fabp7	1602	sp|P51880|FABP7_MOUSE Fatty acid-binding protein, brain OS=Mus musculus OX=10090 GN=Fabp7 PE=1 SV=2
5042400	7339100	4466900	8149200	6878800	7062800	5312900	5095200	4947500	7458300	5371100	5332500	7662900	6609700	7859600	5746200	6336200	7906600	9360300	10138000	9013700	10384000	14364000	11728000	10708000	7946200	7244700	10013000	9261800	12234000	8659700	11239000	6563000	9996700	21	21	10	62.8	62.8	25.5	32.931	0	323.31	148	P51881;Q3V132	P51881	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	Slc25a5	1603	sp|P51881|ADT2_MOUSE ADP/ATP translocase 2 OS=Mus musculus OX=10090 GN=Slc25a5 PE=1 SV=3
1925400	1600700	1059800	2036800	1991400	1751500	1061800	2032200	1429300	2092600	1780100	1461600	2967100	1778000	2618400	1935700	2023900	1797900	1734000	1299100	2599000	4895700	2881800	2207100	2503800	1618500	1688600	2644200	2065500	2106800	2508700	2677200	2141000	1795900	12	12	8	40.2	40.2	26.9	38.265	0	261.41	67	P51885	P51885	Lumican	Lum	1604	sp|P51885|LUM_MOUSE Lumican OS=Mus musculus OX=10090 GN=Lum PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.6	6.6	6.6	27.521	0	45.457	0	P51908	P51908	C->U-editing enzyme APOBEC-1	Apobec1	1605	sp|P51908|ABEC1_MOUSE C->U-editing enzyme APOBEC-1 OS=Mus musculus OX=10090 GN=Apobec1 PE=1 SV=1
298520	254670	114340	225060	241560	224330	190480	173080	126110	372520	375400	302620	514740	353810	418970	370120	433070	801160	686090	570150	605000	604290	649160	740810	654120	471030	1105300	1094800	1174800	993620	972190	1102500	1396700	1389400	5	5	5	33.3	33.3	33.3	21.53	0	41.46	17	P51910	P51910	Apolipoprotein D	Apod	1606	sp|P51910|APOD_MOUSE Apolipoprotein D OS=Mus musculus OX=10090 GN=Apod PE=1 SV=1
48797	51125	29940	63328	51495	39567	24607	42546	35937	66966	43400	48811	62870	63964	66742	40309	53517	NaN	NaN	9527.7998046875	9958.5	6008.39990234375	12019	9398.599609375	4706.5	7061.5	9245.099609375	10815	9067.2001953125	10031	11287	10403	7125.2001953125	NaN	2	2	2	9.4	9.4	9.4	35.848	0	25.805	3	P51949	P51949	CDK-activating kinase assembly factor MAT1	Mnat1	1607	sp|P51949|MAT1_MOUSE CDK-activating kinase assembly factor MAT1 OS=Mus musculus OX=10090 GN=Mnat1 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17469	22381	26351	25154	26320	36132	27945	25747	19660	18694	24099	27180	26820	30575	33186	19165	27119	5	5	5	5.9	5.9	5.9	136.69	0	48.603	1	P51954	P51954	Serine/threonine-protein kinase Nek1	Nek1	1608	sp|P51954|NEK1_MOUSE Serine/threonine-protein kinase Nek1 OS=Mus musculus OX=10090 GN=Nek1 PE=1 SV=2
2260900	3068100	1974000	2701300	2826900	2392700	1687500	2941700	2317000	2874000	1412800	1844600	2065400	2051300	799590	2306000	2169300	898180	1376600	1264300	1178700	1424700	1333400	1271300	1166700	1306600	428680	772530	300590	919580	910860	1101300	812630	1071300	8	8	8	18.5	18.5	18.5	63.769	0	89.311	26	P52019	P52019	Squalene monooxygenase	Sqle	1609	sp|P52019|ERG1_MOUSE Squalene monooxygenase OS=Mus musculus OX=10090 GN=Sqle PE=2 SV=1
24788000	31110000	19352000	29302000	29002000	29078000	19030000	21718000	21633000	28495000	19989000	22390000	30642000	25207000	27794000	20749000	28602000	8534100	10926000	8335600	8723900	10179000	13104000	10401000	11227000	7926300	7213500	10608000	9246200	10390000	10608000	10206000	7173500	11865000	14	14	14	53.2	53.2	53.2	33.466	0	323.31	150	P52196	P52196	Thiosulfate sulfurtransferase	Tst	1610	sp|P52196|THTR_MOUSE Thiosulfate sulfurtransferase OS=Mus musculus OX=10090 GN=Tst PE=1 SV=3
229350	290520	239630	415400	309020	435410	253850	265730	302410	291310	184190	286100	538690	439560	514340	183290	300900	206660	282210	217970	256930	247690	421940	335080	296190	260230	87332	214480	246260	344310	306900	405670	142990	240530	10	10	10	24.4	24.4	24.4	57.927	0	323.31	19	P52293	P52293	Importin subunit alpha-1	Kpna2	1611	sp|P52293|IMA1_MOUSE Importin subunit alpha-1 OS=Mus musculus OX=10090 GN=Kpna2 PE=1 SV=2
359530	401820	303630	445860	388570	414190	229440	292170	312840	463950	299790	344920	455420	398580	422100	320640	331690	649700	756370	710810	725360	838970	964940	733160	787200	611300	563330	806220	744170	756760	695670	764550	652180	870210	16	16	16	18.8	18.8	18.8	133.37	0	33.286	26	P52332	P52332	Tyrosine-protein kinase JAK1	Jak1	1612	sp|P52332|JAK1_MOUSE Tyrosine-protein kinase JAK1 OS=Mus musculus OX=10090 GN=Jak1 PE=1 SV=1
9630800	13435000	9324800	11752000	11886000	13813000	7822900	7360200	10066000	16115000	12441000	15284000	20219000	10657000	11678000	11000000	14399000	10214000	8859600	9346300	9615400	9709200	11618000	9676200	10599000	8681300	7463900	11106000	11414000	11427000	11661000	12636000	9072700	14205000	12	12	12	56.6	56.6	56.6	39.565	0	323.31	132	P52430	P52430	Serum paraoxonase/arylesterase 1	Pon1	1613	sp|P52430|PON1_MOUSE Serum paraoxonase/arylesterase 1 OS=Mus musculus OX=10090 GN=Pon1 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51653	42892	51825	56773	77774	80035	52446	49700	41146	40591	56044	50363	50733	55344	57870	62465	52284	1	1	1	1.7	1.7	1.7	123.79	0	10.636	3	P52431	P52431	DNA polymerase delta catalytic subunit	Pold1	1614	sp|P52431|DPOD1_MOUSE DNA polymerase delta catalytic subunit OS=Mus musculus OX=10090 GN=Pold1 PE=1 SV=2
314920	309890	262580	368440	269180	348930	255090	269270	254070	423030	319450	321170	502130	421940	351750	300360	371420	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	11.3	11.3	11.3	39.106	0	49.164	5	P52432	P52432	DNA-directed RNA polymerases I and III subunit RPAC1	Polr1c	1615	sp|P52432|RPAC1_MOUSE DNA-directed RNA polymerases I and III subunit RPAC1 OS=Mus musculus OX=10090 GN=Polr1c PE=1 SV=3
2093200	2457900	1816200	2980200	2719900	2588500	1686100	1954400	2120000	2429600	1872500	2085300	2679900	2366800	2200800	1870100	2218100	2443200	2644900	2383000	2738400	2705700	3613700	2982600	2977400	2315800	1687400	2487000	1957900	2539400	2525100	2630100	2170500	3035300	17	17	1	34.3	34.3	3.7	87.021	0	323.31	37	P52479	P52479	Ubiquitin carboxyl-terminal hydrolase 10	Usp10	1616	sp|P52479|UBP10_MOUSE Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus OX=10090 GN=Usp10 PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17	1	1	34.4	3.8	3.8	87.092	0	78.502	1	P52479-2	P52479-2	Ubiquitin carboxyl-terminal hydrolase 10	Usp10	1617	sp|P52479-2|UBP10_MOUSE Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus OX=10090 GN=Usp10
3974100	4045900	2810000	4971200	3986100	3845600	2569300	3433400	3294500	4622400	3766200	3361000	5845600	4025100	4437900	3984900	5605200	2840700	3014300	2581500	5422900	6103500	3513300	2775900	3202500	2416900	1965900	2976800	2703000	2580600	2451300	3077000	2605300	3092900	27	26	3	60.3	58.2	7.3	57.844	0	323.31	113	P52480	P52480	Pyruvate kinase PKM	Pkm	1618	sp|P52480|KPYM_MOUSE Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=4
54703	69199	53358	54511	60284	45376	29461	52077	33746	60570	42068	45271	61959	58197	81919	27342	64954	20320	22150	18677	19480	18545	31758	22160	17244	15720	11123	22609	20217	21276	18160	24580	16060	26916	3	1	1	19.2	9.3	9.3	21.333	0	6.605	2	P52482	P52482	Ubiquitin-conjugating enzyme E2 E1	Ube2e1	1620	sp|P52482|UB2E1_MOUSE Ubiquitin-conjugating enzyme E2 E1 OS=Mus musculus OX=10090 GN=Ube2e1 PE=1 SV=1
199480	257570	169230	217210	233650	249150	142290	163500	180900	306810	156360	182990	309530	217250	255920	189960	195000	122080	136210	141100	86833	109640	197620	112920	137910	108140	125360	80611	130270	161420	166210	112090	129980	108750	4	4	2	25.1	25.1	15.9	22.912	0	323.31	5	Q969T4;P52483	Q969T4;P52483	Ubiquitin-conjugating enzyme E2 E3	UBE2E3;Ube2e3	1621	sp|Q969T4|UB2E3_HUMAN Ubiquitin-conjugating enzyme E2 E3 OS=Homo sapiens OX=9606 GN=UBE2E3 PE=1 SV=1;sp|P52483|UB2E3_MOUSE Ubiquitin-conjugating enzyme E2 E3 OS=Mus musculus OX=10090 GN=Ube2e3 PE=1 SV=2
5668800	6144100	4502100	7074000	5901300	6455200	4822700	4837500	5754800	7478700	6075400	5921300	8140000	7081000	6834500	5406900	7186100	1547400	1743300	1546200	1746900	1832100	2322200	1881600	1813000	1563500	1179900	1712200	1644700	1727300	1637700	1813500	1227600	2027400	7	7	7	64.7	64.7	64.7	13.02	0	323.31	42	P52503	P52503	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	Ndufs6	1622	sp|P52503|NDUS6_MOUSE NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs6 PE=1 SV=2
271610	391320	272570	373710	326390	346050	174200	249060	276700	352440	217540	284480	329760	293820	259000	199510	277100	760090	848590	705250	781720	935660	1098000	974910	1197900	756510	577400	903880	669490	920460	964800	860170	698210	988890	8	8	7	37.9	37.9	35	31.068	0	23.979	26	P52623;Q9HA47;Q9HA47-2;Q9HA47-3;Q9HA47-4	P52623;Q9HA47	Uridine-cytidine kinase 1	Uck1;UCK1	1623	sp|P52623|UCK1_MOUSE Uridine-cytidine kinase 1 OS=Mus musculus OX=10090 GN=Uck1 PE=1 SV=2;sp|Q9HA47|UCK1_HUMAN Uridine-cytidine kinase 1 OS=Homo sapiens OX=9606 GN=UCK1 PE=1 SV=1
4794.60009765625	6319.89990234375	4982.60009765625	6806.7998046875	6315.7001953125	5960.60009765625	2879.10009765625	4848.2001953125	4314.7001953125	7110.60009765625	4226.7001953125	3703.5	5148.7998046875	5417.89990234375	7921.7998046875	7593.89990234375	6797.7998046875	24371	32634	22566	23984	23255	34098	37619	26390	16723	21364	47369	30751	38476	34341	34387	35717	44412	3	3	3	17.7	17.7	17.7	34.086	0	11.284	4	P52624	P52624	Uridine phosphorylase 1	Upp1	1624	sp|P52624|UPP1_MOUSE Uridine phosphorylase 1 OS=Mus musculus OX=10090 GN=Upp1 PE=1 SV=2
971390	1139500	685430	1205400	1093600	1170000	718930	711470	794360	1252100	1055200	917280	1221300	1055900	1175600	890730	1137400	161570	168630	138500	176680	205000	218990	212710	174890	154980	101090	197420	189780	195140	183550	227020	177870	196920	5	5	5	7.5	7.5	7.5	93.496	0	16.214	10	P52633	P52633	Signal transducer and transcription activator 6	Stat6	1625	sp|P52633|STAT6_MOUSE Signal transducer and transcription activator 6 OS=Mus musculus OX=10090 GN=Stat6 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.2	6.2	6.2	23.045	0.0076031	1.425	0	P52651	P52651	Homeobox protein Rhox5	Rhox5	1626	sp|P52651|RHOX5_MOUSE Homeobox protein Rhox5 OS=Mus musculus OX=10090 GN=Rhox5 PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	5.1	5.1	5.1	106.36	0	5.0163	0	P52734	P52734	FYVE, RhoGEF and PH domain-containing protein 1	Fgd1	1627	sp|P52734|FGD1_MOUSE FYVE, RhoGEF and PH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fgd1 PE=1 SV=2
46221000	52073000	38245000	60303000	53538000	55412000	35548000	38322000	37385000	59469000	46462000	42313000	57733000	56012000	64611000	47187000	52957000	27302000	32248000	25267000	26908000	28822000	36262000	31738000	31960000	24462000	21093000	33214000	29251000	30214000	28916000	29719000	21764000	37262000	12	12	12	91.9	91.9	91.9	14.255	0	323.31	501	P52760	P52760	Ribonuclease UK114	Hrsp12	1628	sp|P52760|RIDA_MOUSE 2-iminobutanoate/2-iminopropanoate deaminase OS=Mus musculus OX=10090 GN=Rida PE=1 SV=3
2023100	2346300	1414900	1943500	1942200	2152400	1073100	1332600	1152500	2424900	1413200	1709700	2595100	1961800	2530100	1646900	2002000	1911400	2697200	1976800	2003600	2658100	3554900	3377800	2676400	1886900	1879000	2537700	2350600	3285700	2703100	3514300	2559300	3116200	18	18	17	54	54	52.5	51.886	0	323.31	77	P52792-2;P52792	P52792-2;P52792	Glucokinase	Gck	1629	sp|P52792-2|HXK4_MOUSE Isoform 2 of Hexokinase-4 OS=Mus musculus OX=10090 GN=Gck;sp|P52792|HXK4_MOUSE Hexokinase-4 OS=Mus musculus OX=10090 GN=Gck PE=1 SV=1
89533	87135	58180	62652	86774	69737	43535	58779	NaN	94337	92652	63892	109170	88167	91401	66040	96444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	13	13	13	37.859	0	27.706	1	P52795	P52795	Ephrin-B1	Efnb1	1630	sp|P52795|EFNB1_MOUSE Ephrin-B1 OS=Mus musculus OX=10090 GN=Efnb1 PE=1 SV=1
9465900	10155000	7417100	11635000	10054000	11310000	6597200	7538800	8171500	12570000	9281300	9689300	12927000	10777000	10379000	8500400	11723000	13588000	17084000	13908000	13385000	15028000	18811000	16437000	16588000	11681000	12042000	17108000	15819000	18403000	15597000	14906000	12651000	17585000	33	33	33	57.4	57.4	57.4	73.98	0	323.31	212	P52825	P52825	Carnitine O-palmitoyltransferase 2, mitochondrial	Cpt2	1631	sp|P52825|CPT2_MOUSE Carnitine O-palmitoyltransferase 2, mitochondrial OS=Mus musculus OX=10090 GN=Cpt2 PE=1 SV=2
4610400	5744000	3552000	5312100	5582400	5801600	3908200	3924500	4373500	6553500	5320200	5804700	7990100	6360900	11750000	5858100	6630000	5282300	6038000	4556900	4666400	5658300	7205500	5984000	5053800	3506700	4680500	5482600	6216700	6056100	4541700	6353200	5122000	7093100	17	17	15	68.7	68.7	62.2	33.974	0	323.31	103	P52840	P52840	Sulfotransferase 1A1	Sult1a1	1632	sp|P52840|ST1A1_MOUSE Sulfotransferase 1A1 OS=Mus musculus OX=10090 GN=Sult1a1 PE=1 SV=1
339580	408050	244050	366750	354230	394090	122940	268630	251140	365300	198210	291510	410630	293520	164740	207950	340970	602670	862600	832300	722870	998780	1336900	1201000	1204700	821310	625140	902350	847640	1121800	932890	1131100	580480	1015600	2	1	1	7	4.6	4.6	33.213	0	119.21	14	P52843;P50236	P52843;P50236	Bile salt sulfotransferase 1;Bile salt sulfotransferase 2	Sult2a1;Sult2a2	1633	sp|P52843|ST2A1_MOUSE Bile salt sulfotransferase 1 OS=Mus musculus OX=10090 GN=Sult2a1 PE=1 SV=1;sp|P50236|ST2A2_MOUSE Bile salt sulfotransferase 2 OS=Mus musculus OX=10090 GN=Sult2a2 PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13470	20239	18288	15096	21399	26211	23228	18202	13390	14073	18502	16199	17808	19184	21841	12675	24737	2	1	1	2.8	1.5	1.5	101.2	0.0063406	1.4953	3	P52850	P52850	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2;Heparan sulfate N-deacetylase 2;Heparan sulfate N-sulfotransferase 2	Ndst2	1634	sp|P52850|NDST2_MOUSE Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 OS=Mus musculus OX=10090 GN=Ndst2 PE=1 SV=1
4227.7998046875	10297	6861.5	12992	13488	11918	7044.10009765625	11064	9954	14474	NaN	6747.2001953125	11035	10685	7069	7188.39990234375	5308.89990234375	27082	30628	25874	22672	35114	38579	38054	25009	31765	14561	23243	16457	28762	23749	21851	21904	24835	1	1	1	7.7	7.7	7.7	34.79	0	13.715	4	P52875	P52875	Transmembrane protein 165	Tmem165	1635	sp|P52875|TM165_MOUSE Transmembrane protein 165 OS=Mus musculus OX=10090 GN=Tmem165 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1590.69995117188	1971.90002441406	1637.09997558594	1513.30004882813	2634	2464.80004882813	2554.80004882813	1573.80004882813	1804.90002441406	1594.69995117188	2793	2416.89990234375	2838.89990234375	2705.60009765625	1563.40002441406	1412.09997558594	1664.5	2	2	2	37	37	37	11.819	0	12.297	1	P52927	P52927	High mobility group protein HMGI-C	Hmga2	1636	sp|P52927|HMGA2_MOUSE High mobility group protein HMGI-C OS=Mus musculus OX=10090 GN=Hmga2 PE=1 SV=1
2582900	3488600	2029900	2990200	2927400	2778700	2205300	1797900	1790800	2937600	2499800	2108000	3229700	2001500	2341900	2089300	2182000	3689400	4334200	5562700	3655900	8716100	6610200	5194500	4564800	3898000	3141400	4027300	3052100	3057400	5094600	6759100	4883000	5790300	10	10	10	37.8	37.8	37.8	24.916	0	213.72	64	P53026	P53026	60S ribosomal protein L10a	Rpl10a	1637	sp|P53026|RL10A_MOUSE 60S ribosomal protein L10a OS=Mus musculus OX=10090 GN=Rpl10a PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	6	6	5.5	5.5	5.5	161.29	0	190.88	1	P53349	P53349	Mitogen-activated protein kinase kinase kinase 1	Map3k1	1638	sp|P53349|M3K1_MOUSE Mitogen-activated protein kinase kinase kinase 1 OS=Mus musculus OX=10090 GN=Map3k1 PE=1 SV=3
8719200	10439000	6961300	11933000	10293000	10226000	7307200	7646900	8259700	11401000	7987300	9266700	11844000	9666900	13435000	8589300	10284000	6922200	7371300	6823800	7420000	7587800	10086000	7743900	8506000	6314500	5086800	7621700	7482900	7152700	7738800	7795300	5953400	9306000	23	23	23	54.4	54.4	54.4	53.246	0	195.18	108	P53395	P53395	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	Dbt	1639	sp|P53395|ODB2_MOUSE Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dbt PE=1 SV=2
15304	18128	12633	19528	11735	23924	8931.599609375	14011	13736	19538	NaN	14063	20050	12154	17584	10485	15267	132290	165540	202920	229360	267620	232580	200240	229550	192020	97687	161870	136750	168260	185650	233890	155000	173850	7	7	3	6.3	6.3	3.3	165.59	0	268.49	8	P53564;P53564-3;P53564-2;P53564-4;P53564-5	P53564;P53564-3;P53564-2;P53564-4	Homeobox protein cut-like 1	Cux1	1640	sp|P53564|CUX1_MOUSE Homeobox protein cut-like 1 OS=Mus musculus OX=10090 GN=Cux1 PE=1 SV=3;sp|P53564-3|CUX1_MOUSE Isoform 3 of Homeobox protein cut-like 1 OS=Mus musculus OX=10090 GN=Cux1;sp|P53564-2|CUX1_MOUSE Isoform 2 of Homeobox protein cut-like 1 OS=
208700	212660	143240	258500	208140	203740	132430	148270	165500	262210	177040	181320	233980	238370	237870	161520	212760	91469	105600	102940	128990	123930	131000	114990	96396	97121	72487	96426	93547	99967	101750	143220	114440	121360	2	2	2	2.4	2.4	2.4	120.26	0	3.6873	4	P53569;P53569-2	P53569;P53569-2	CCAAT/enhancer-binding protein zeta	Cebpz	1641	sp|P53569|CEBPZ_MOUSE CCAAT/enhancer-binding protein zeta OS=Mus musculus OX=10090 GN=Cebpz PE=1 SV=2;sp|P53569-2|CEBPZ_MOUSE Isoform CBF2 of CCAAT/enhancer-binding protein zeta OS=Mus musculus OX=10090 GN=Cebpz
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	419850	471950	456060	457750	507030	706040	580530	583720	429600	335900	419290	470620	532670	570670	710000	360250	549960	4	4	4	11.2	11.2	11.2	37.803	0	9.0269	8	P53612	P53612	Geranylgeranyl transferase type-2 subunit beta	Rabggtb	1642	sp|P53612|PGTB2_MOUSE Geranylgeranyl transferase type-2 subunit beta OS=Mus musculus OX=10090 GN=Rabggtb PE=1 SV=2
25156000	26554000	21894000	30991000	31500000	26370000	17149000	20094000	17008000	29836000	23900000	18375000	34921000	31418000	18298000	22744000	26022000	21196000	30457000	19217000	21122000	24023000	38766000	33174000	24918000	14261000	17801000	26212000	19100000	27850000	26148000	34847000	21766000	25440000	36	36	35	54.7	54.7	52.8	62.308	0	323.31	366	P53657	P53657	Pyruvate kinase PKLR	Pklr	1643	sp|P53657|KPYR_MOUSE Pyruvate kinase PKLR OS=Mus musculus OX=10090 GN=Pklr PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	3.1	3.1	3.1	72.792	0	46.008	0	P53668	P53668	LIM domain kinase 1	Limk1	1644	sp|P53668|LIMK1_MOUSE LIM domain kinase 1 OS=Mus musculus OX=10090 GN=Limk1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6138.89990234375	NaN	5871.39990234375	NaN	NaN	1	1	1	2.1	2.1	2.1	65.918	0.0021066	1.8761	1	P53690	P53690	Matrix metalloproteinase-14	Mmp14	1645	sp|P53690|MMP14_MOUSE Matrix metalloproteinase-14 OS=Mus musculus OX=10090 GN=Mmp14 PE=2 SV=3
21367	23244	9357.7998046875	20211	17379	23834	10686	13765	16129	25313	8835.7001953125	18347	21411	20482	29143	13373	20685	156240	162370	144740	164550	189310	229150	197960	179650	164520	104550	140880	154110	176760	174840	204640	111270	185760	7	7	7	30.9	30.9	30.9	30.977	0	68.597	11	P53702	P53702	Cytochrome c-type heme lyase	Hccs	1646	sp|P53702|CCHL_MOUSE Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2
85642	118820	64668	80567	95613	105770	51685	56364	78015	118400	97147	71698	144850	78896	80658	88254	105400	145360	191530	176780	186390	235740	215930	177080	209620	165870	140250	196200	165410	205040	189980	220060	179920	253380	5	5	5	9.4	9.4	9.4	86.962	0	28.667	10	P53762;P53762-2	P53762;P53762-2	Aryl hydrocarbon receptor nuclear translocator	Arnt	1647	sp|P53762|ARNT_MOUSE Aryl hydrocarbon receptor nuclear translocator OS=Mus musculus OX=10090 GN=Arnt PE=1 SV=3;sp|P53762-2|ARNT_MOUSE Isoform Short of Aryl hydrocarbon receptor nuclear translocator OS=Mus musculus OX=10090 GN=Arnt
