Ink_P1	Ink_15	Ink_1	Ink_9	Ink_13	Ink_6	Ink_3	Ink_11	Ink_4	Ink_12	Ink_5	Ink_2	Ink_15	Ink_14	Ink_7	Ink_16	Ink_8	Ink_P2	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
12254	11495	20516	14519	16376	18336	8762.2001953125	12214	20753	12770	19051	15600	19498	11940	17169	6635.7001953125	6335.2001953125	12666	-1	5	5	5	10.3	10.3	10.3	108.05	0	112.87	2	Q05AA6	Q05AA6	Dystrophin-related protein 2	Drp2	2297	sp|Q05AA6|DRP2_MOUSE Dystrophin-related protein 2 OS=Mus musculus OX=10090 GN=Drp2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	11.8	11.8	11.8	41.245	0	5.5092	0	Q05AH6;Q05AH6-2	Q05AH6;Q05AH6-2	Uncharacterized protein C11orf84 homolog		2298	sp|Q05AH6|SPNDC_MOUSE Spindlin interactor and repressor of chromatin-binding protein OS=Mus musculus OX=10090 GN=Spindoc PE=1 SV=1;sp|Q05AH6-2|SPNDC_MOUSE Isoform 2 of Spindlin interactor and repressor of chromatin-binding protein OS=Mus musculus OX=10090
26722	39001	37417	39843	34955	42992	81230	38137	35390	31849	27756	45314	30081	38757	39553	36937	46187	27678	-1	22	1	1	29.9	1.5	1.5	86.41	0	5.8851	1	Q05BC3-2;Q05BC3	Q05BC3-2;Q05BC3	Echinoderm microtubule-associated protein-like 1	Eml1	2299	sp|Q05BC3-2|EMAL1_MOUSE Isoform 2 of Echinoderm microtubule-associated protein-like 1 OS=Mus musculus OX=10090 GN=Eml1;sp|Q05BC3|EMAL1_MOUSE Echinoderm microtubule-associated protein-like 1 OS=Mus musculus OX=10090 GN=Eml1 PE=1 SV=1
568760	739570	878050	791710	848810	939750	1349200	832210	966600	773170	742800	932900	836510	901720	897350	541720	535420	635250	-1	22	22	1	28.6	28.6	1.9	91.595	0	323.31	25	Q05BC3-3	Q05BC3-3	Echinoderm microtubule-associated protein-like 1	Eml1	2300	sp|Q05BC3-3|EMAL1_MOUSE Isoform 3 of Echinoderm microtubule-associated protein-like 1 OS=Mus musculus OX=10090 GN=Eml1
33854	47981	62182	59239	50622	58707	55235	45907	61824	57390	52467	58147	53077	60858	57067	42477	51077	43956	-1	10	10	10	19.6	19.6	19.6	64.802	0	158.59	8	Q05CL8;Q05CL8-2	Q05CL8	La-related protein 7	Larp7	2301	sp|Q05CL8|LARP7_MOUSE La-related protein 7 OS=Mus musculus OX=10090 GN=Larp7 PE=1 SV=2
414260	532550	719510	575730	573590	648590	565150	545020	696800	563710	645500	604970	651490	603780	694780	483970	537490	474340	-1	25	25	25	22.5	22.5	22.5	137.61	0	323.31	18	Q05D44	Q05D44	Eukaryotic translation initiation factor 5B	Eif5b	2302	sp|Q05D44|IF2P_MOUSE Eukaryotic translation initiation factor 5B OS=Mus musculus OX=10090 GN=Eif5b PE=1 SV=2
902200	1108700	1494300	1263400	1280200	1434000	1335700	1187700	1546600	1213600	1359300	1466500	1468500	1343100	1470200	1233200	1332600	1013200	-1	19	19	15	42.8	42.8	35.8	39.842	0	94.354	40	Q06138	Q06138	Calcium-binding protein 39	Cab39	2303	sp|Q06138|CAB39_MOUSE Calcium-binding protein 39 OS=Mus musculus OX=10090 GN=Cab39 PE=1 SV=2
9688.5	12838	15812	13748	14394	16833	7648.7998046875	14477	18197	12442	14622	13290	15932	12747	14460	8286	7600.2998046875	10302	-1	6	6	6	13.6	13.6	13.6	44.572	0	36.626	4	Q06180-2;Q06180	Q06180-2;Q06180	Tyrosine-protein phosphatase non-receptor type 2	Ptpn2	2304	sp|Q06180-2|PTN2_MOUSE Isoform 2 of Tyrosine-protein phosphatase non-receptor type 2 OS=Mus musculus OX=10090 GN=Ptpn2;sp|Q06180|PTN2_MOUSE Tyrosine-protein phosphatase non-receptor type 2 OS=Mus musculus OX=10090 GN=Ptpn2 PE=1 SV=2
854180	1088100	1239700	1025500	1138400	1338800	1363300	1076900	1243300	1177600	1063100	1254900	1257200	1255600	1224500	1339100	1512700	1027000	-1	3	3	3	50.7	50.7	50.7	8.2355	0	34.068	6	Q06185	Q06185	ATP synthase subunit e, mitochondrial	Atp5i	2305	sp|Q06185|ATP5I_MOUSE ATP synthase subunit e, mitochondrial OS=Mus musculus OX=10090 GN=Atp5me PE=1 SV=2
579000	743750	953320	793390	837170	939890	750040	766470	1019500	782940	808230	816720	887600	867630	986590	695590	694440	658420	-1	13	13	13	23.1	23.1	23.1	80.466	0	83.269	16	Q06335;Q06335-2	Q06335;Q06335-2	Amyloid-like protein 2	Aplp2	2306	sp|Q06335|APLP2_MOUSE Amyloid-like protein 2 OS=Mus musculus OX=10090 GN=Aplp2 PE=1 SV=4;sp|Q06335-2|APLP2_MOUSE Isoform 2 of Amyloid-like protein 2 OS=Mus musculus OX=10090 GN=Aplp2
953370	1210200	1545200	1322200	1391400	1485800	1173800	1222500	1497000	1283500	1483400	1340500	1439200	1370500	1430600	1222300	1221500	988480	-1	15	15	15	37.9	37.9	37.9	51.655	0	117.7	22	Q06890	Q06890	Clusterin;Clusterin beta chain;Clusterin alpha chain	Clu	2307	sp|Q06890|CLUS_MOUSE Clusterin OS=Mus musculus OX=10090 GN=Clu PE=1 SV=1
417250	532750	635550	513820	504270	570990	566300	498950	624280	528730	526970	542270	601920	572240	571370	565050	584060	443410	-1	14	14	14	33.5	33.5	33.5	49.925	0	140.69	26	Q07076	Q07076	Annexin A7	Anxa7	2308	sp|Q07076|ANXA7_MOUSE Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2
3830.69995117188	4787.60009765625	9216.400390625	6791.5	6805.89990234375	12110	2910.60009765625	6779.10009765625	9598.900390625	4311	7863.7998046875	8701	7277	7442.7001953125	8202.5	2505.5	1382.19995117188	5269.60009765625	-1	5	5	5	25.1	25.1	25.1	30.372	0	192.05	3	Q07079	Q07079	Insulin-like growth factor-binding protein 5	Igfbp5	2309	sp|Q07079|IBP5_MOUSE Insulin-like growth factor-binding protein 5 OS=Mus musculus OX=10090 GN=Igfbp5 PE=1 SV=1
112360	151160	200030	166160	162460	185610	161410	153560	188870	153300	171930	170220	168290	158830	172200	144090	144140	137810	-1	21	21	21	12.4	12.4	12.4	273.81	0	323.31	21	Q07113	Q07113	Cation-independent mannose-6-phosphate receptor	Igf2r	2310	sp|Q07113|MPRI_MOUSE Cation-independent mannose-6-phosphate receptor OS=Mus musculus OX=10090 GN=Igf2r PE=1 SV=1
141000	181180	274810	226650	187930	277850	281500	203850	237740	204090	165770	219690	247010	240860	255390	198780	264740	170940	-1	4	4	4	13.1	13.1	13.1	44.207	0	14.955	5	Q07235	Q07235	Glia-derived nexin	Serpine2	2311	sp|Q07235|GDN_MOUSE Glia-derived nexin OS=Mus musculus OX=10090 GN=Serpine2 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	3	3	3.7	3.7	3.7	72.602	0	323.31	1	Q07243	Q07243	Metal regulatory transcription factor 1	Mtf1	2312	sp|Q07243|MTF1_MOUSE Metal regulatory transcription factor 1 OS=Mus musculus OX=10090 GN=Mtf1 PE=1 SV=2
60829	78244	101220	86543	79693	89336	59792	72686	95701	87025	100840	86514	89929	85397	95303	72775	80696	66687	-1	9	9	9	11.5	11.5	11.5	113.23	0	57.474	11	Q07409	Q07409	Contactin-3	Cntn3	2313	sp|Q07409|CNTN3_MOUSE Contactin-3 OS=Mus musculus OX=10090 GN=Cntn3 PE=1 SV=2
477290	578590	653460	561380	595410	619420	837030	597290	685820	580520	520760	583290	686920	623890	659810	598180	695650	535650	-1	13	13	13	32.5	32.5	32.5	44.889	0	99.955	15	Q07417	Q07417	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	Acads	2314	sp|Q07417|ACADS_MOUSE Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acads PE=1 SV=2
14051	20796	24122	34276	25687	25227	38053	19608	18907	21962	27186	23795	31415	31605	19098	24498	20413	18904	-1	3	3	3	11.5	11.5	11.5	39.029	0	8.7516	5	Q07456	Q07456	Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	Ambp	2315	sp|Q07456|AMBP_MOUSE Protein AMBP OS=Mus musculus OX=10090 GN=Ambp PE=1 SV=2
10108	11664	17638	14596	11205	18553	13619	13798	12049	15928	18181	15210	19133	12582	14438	17932	23908	10659	-1	1	1	1	5.8	5.8	5.8	37.667	0.00014231	3.8635	1	Q07646-2;Q07646	Q07646-2;Q07646	Mesoderm-specific transcript protein	Mest	2316	sp|Q07646-2|MEST_MOUSE Isoform 2 of Mesoderm-specific transcript protein OS=Mus musculus OX=10090 GN=Mest;sp|Q07646|MEST_MOUSE Mesoderm-specific transcript protein OS=Mus musculus OX=10090 GN=Mest PE=2 SV=1
10623	11312	14604	11500	10423	15937	17287	12271	13106	12634	12497	12581	13723	14485	14630	13513	15098	12291	-1	1	1	1	2.3	2.3	2.3	64.49	0	4.9522	1	Q07797	Q07797	Galectin-3-binding protein	Lgals3bp	2317	sp|Q07797|LG3BP_MOUSE Galectin-3-binding protein OS=Mus musculus OX=10090 GN=Lgals3bp PE=1 SV=1
137170	171170	231370	187030	196380	215720	213930	185410	235460	205250	185140	184670	195810	216050	226630	214340	246000	167660	-1	4	4	4	29.7	29.7	29.7	21.394	0	12.572	5	Q07813	Q07813	Apoptosis regulator BAX	Bax	2318	sp|Q07813|BAX_MOUSE Apoptosis regulator BAX OS=Mus musculus OX=10090 GN=Bax PE=1 SV=1
5916	6833.89990234375	8247.5	6583.5	7926.7998046875	8602.5	11748	7702.5	7239.7001953125	5852.2998046875	6270.7998046875	7434.10009765625	6790.89990234375	8418.7001953125	6708.7001953125	6535.2998046875	9440.2998046875	5531.5	-1	1	1	1	10.8	10.8	10.8	17.632	0.00028325	3.7449	1	Q08024-4;Q08024-2;Q08024	Q08024-4;Q08024-2;Q08024	Core-binding factor subunit beta	Cbfb	2319	sp|Q08024-4|PEBB_MOUSE Isoform 4 of Core-binding factor subunit beta OS=Mus musculus OX=10090 GN=Cbfb;sp|Q08024-2|PEBB_MOUSE Isoform 2 of Core-binding factor subunit beta OS=Mus musculus OX=10090 GN=Cbfb;sp|Q08024|PEBB_MOUSE Core-binding factor subunit bet
9796.099609375	12942	16215	12914	15751	24593	23167	19850	11615	24680	7715	16240	7053.5	11524	16499	16376	23652	12418	-1	1	1	1	7.8	7.8	7.8	29.153	0.00014255	3.9214	1	Q08091-2;Q08091	Q08091-2;Q08091	Calponin-1	Cnn1	2320	sp|Q08091-2|CNN1_MOUSE Isoform Beta of Calponin-1 OS=Mus musculus OX=10090 GN=Cnn1;sp|Q08091|CNN1_MOUSE Calponin-1 OS=Mus musculus OX=10090 GN=Cnn1 PE=1 SV=1
776.840026855469	1608.69995117188	1680.5	1593.40002441406	1792.69995117188	1206.90002441406	828.700012207031	1340.80004882813	1046.69995117188	1477.90002441406	1631.80004882813	1607.30004882813	1581.69995117188	975.059997558594	2272.5	1163.5	223.259994506836	797.809997558594	-1	5	5	5	11.3	11.3	11.3	83.144	0	63.266	1	Q08122-2;Q08122-1;Q08122;Q08122-4	Q08122-2;Q08122-1;Q08122;Q08122-4	Transducin-like enhancer protein 3	Tle3	2321	sp|Q08122-2|TLE3_MOUSE Isoform 2 of Transducin-like enhancer protein 3 OS=Mus musculus OX=10090 GN=Tle3;sp|Q08122-1|TLE3_MOUSE Isoform 1 of Transducin-like enhancer protein 3 OS=Mus musculus OX=10090 GN=Tle3;sp|Q08122|TLE3_MOUSE Transducin-like enhancer pr
66693	96089	128080	104530	91279	134020	95293	87159	94870	101530	100920	95630	101630	100730	119320	105840	111820	78673	-1	15	15	15	36.2	36.2	36.2	69.816	0	323.31	12	Q08274	Q08274	Dystrophia myotonica WD repeat-containing protein	Dmwd	2322	sp|Q08274|DMWD_MOUSE Dystrophia myotonica WD repeat-containing protein OS=Mus musculus OX=10090 GN=Dmwd PE=1 SV=3
2857.30004882813	4364.89990234375	7165.10009765625	5345.60009765625	3763.60009765625	7198.89990234375	6285.7001953125	5637.7001953125	6543.5	5389.2998046875	5676.7001953125	5380	5700.39990234375	5055.5	6672.2001953125	5919.5	6438.7001953125	5076	-1	1	1	1	3.6	3.6	3.6	43.735	0.0074448	1.4854	1	Q08288	Q08288	Cell growth-regulating nucleolar protein	Lyar	2323	sp|Q08288|LYAR_MOUSE Cell growth-regulating nucleolar protein OS=Mus musculus OX=10090 GN=Lyar PE=1 SV=2
2427600	2515900	3348700	3122800	4213300	4719100	5624900	2787600	3817900	3690400	1478200	2929100	3477500	3413700	3524000	2229500	3147500	2378400	-1	14	13	13	53.1	49.1	49.1	31.372	0	55.663	54	Q08331	Q08331	Calretinin	Calb2	2324	sp|Q08331|CALB2_MOUSE Calretinin OS=Mus musculus OX=10090 GN=Calb2 PE=1 SV=3
923140	1318200	1680200	1360400	1298900	1426000	974250	1201900	1493800	1332800	1451100	1395000	1442800	1387600	1547500	1359700	1299100	1019600	-1	27	27	7	26	26	3.9	128.69	0	210.72	22	Q08460-5;Q08460;Q08460-3;Q08460-4	Q08460-5;Q08460;Q08460-3;Q08460-4	Calcium-activated potassium channel subunit alpha-1	Kcnma1	2325	sp|Q08460-5|KCMA1_MOUSE Isoform 5 of Calcium-activated potassium channel subunit alpha-1 OS=Mus musculus OX=10090 GN=Kcnma1;sp|Q08460|KCMA1_MOUSE Calcium-activated potassium channel subunit alpha-1 OS=Mus musculus OX=10090 GN=Kcnma1 PE=1 SV=2;sp|Q08460-3|K
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	23	3	3	23.6	2.4	2.4	134.57	0	69.803	1	Q08460-2	Q08460-2	Calcium-activated potassium channel subunit alpha-1	Kcnma1	2326	sp|Q08460-2|KCMA1_MOUSE Isoform 2 of Calcium-activated potassium channel subunit alpha-1 OS=Mus musculus OX=10090 GN=Kcnma1
26355	35758	45117	38408	39468	44844	48650	34669	44741	34549	37511	41308	37800	45741	49384	38023	41878	29557	-1	3	3	3	6.7	6.7	6.7	69.823	0	9.8044	4	Q08481-4;Q08481-2;Q08481-3;Q08481	Q08481-4;Q08481-2;Q08481-3;Q08481	Platelet endothelial cell adhesion molecule	Pecam1	2327	sp|Q08481-4|PECA1_MOUSE Isoform 4 of Platelet endothelial cell adhesion molecule OS=Mus musculus OX=10090 GN=Pecam1;sp|Q08481-2|PECA1_MOUSE Isoform 2 of Platelet endothelial cell adhesion molecule OS=Mus musculus OX=10090 GN=Pecam1;sp|Q08481-3|PECA1_MOUSE
213640	279870	341450	297020	292020	351700	303900	275660	311770	295270	275740	311360	332500	328100	316410	292390	317500	249040	-1	16	16	16	25.3	25.3	25.3	91.736	0	104.33	17	Q08509	Q08509	Epidermal growth factor receptor kinase substrate 8	Eps8	2328	sp|Q08509|EPS8_MOUSE Epidermal growth factor receptor kinase substrate 8 OS=Mus musculus OX=10090 GN=Eps8 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	6.1	6.1	6.1	45.23	0	9.0483	0	Q08639	Q08639	Transcription factor Dp-1	Tfdp1	2329	sp|Q08639|TFDP1_MOUSE Transcription factor Dp-1 OS=Mus musculus OX=10090 GN=Tfdp1 PE=1 SV=1
203160	271310	265650	269410	288240	316290	508870	272250	309480	262910	241920	332980	222340	327640	289980	240310	334030	225890	-1	13	13	13	22	22	22	76.249	0	49.66	16	Q08642	Q08642	Protein-arginine deiminase type-2	Padi2	2330	sp|Q08642|PADI2_MOUSE Protein-arginine deiminase type-2 OS=Mus musculus OX=10090 GN=Padi2 PE=1 SV=2
11751	12643	19346	14385	16962	19068	14701	12267	19406	14614	17925	16740	15688	14027	20133	10836	8793	13101	-1	6	6	6	10.2	10.2	10.2	75.283	0	13.388	6	Q08879-2;Q08879;CON__ENSEMBL:ENSBTAP00000016046	Q08879-2;Q08879	Fibulin-1	Fbln1	2331	sp|Q08879-2|FBLN1_MOUSE Isoform C of Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1;sp|Q08879|FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2
27160	43920	48958	42658	35786	47010	34987	41535	45239	34917	43370	38077	43402	42969	43602	42010	44014	26697	-1	5	5	5	13.2	13.2	13.2	62.185	0	9.9388	7	Q08890	Q08890	Iduronate 2-sulfatase	Ids	2332	sp|Q08890|IDS_MOUSE Iduronate 2-sulfatase OS=Mus musculus OX=10090 GN=Ids PE=2 SV=3
102390	127330	159210	138650	139810	148850	135370	134670	162620	135570	130780	128930	134700	149440	165070	142700	166030	105870	-1	13	13	13	20.9	20.9	20.9	80.859	0	188.65	11	Q08943;Q08943-2	Q08943;Q08943-2	FACT complex subunit SSRP1	Ssrp1	2333	sp|Q08943|SSRP1_MOUSE FACT complex subunit SSRP1 OS=Mus musculus OX=10090 GN=Ssrp1 PE=1 SV=2;sp|Q08943-2|SSRP1_MOUSE Isoform 2 of FACT complex subunit SSRP1 OS=Mus musculus OX=10090 GN=Ssrp1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	4.7	4.7	4.7	67.091	0	12.939	0	Q09143	Q09143	High affinity cationic amino acid transporter 1	Slc7a1	2334	sp|Q09143|SL7A1_MOUSE High affinity cationic amino acid transporter 1 OS=Mus musculus OX=10090 GN=Slc7a1 PE=1 SV=1
31260	44177	47881	36692	43312	45820	39935	45605	52228	40377	35980	40608	41010	45542	55366	45253	42610	32019	-1	3	3	3	10.2	10.2	10.2	53.952	0	11.07	3	Q09LZ8-2;Q09LZ8	Q09LZ8-2;Q09LZ8	Cytosolic carboxypeptidase 6	Agbl4	2335	sp|Q09LZ8-2|CBPC6_MOUSE Isoform 2 of Cytosolic carboxypeptidase 6 OS=Mus musculus OX=10090 GN=Agbl4;sp|Q09LZ8|CBPC6_MOUSE Cytosolic carboxypeptidase 6 OS=Mus musculus OX=10090 GN=Agbl4 PE=1 SV=1
1624.09997558594	850.659973144531	1687.5	1294.40002441406	2191.19995117188	3268.30004882813	576.900024414063	1076	2660.10009765625	1038.40002441406	2192.5	2070.60009765625	2988.69995117188	1297.80004882813	3033.30004882813	548.619995117188	270.470001220703	1733.90002441406	-1	6	6	6	4.1	4.1	4.1	290.84	0	116.62	2	Q09XV5;Q09XV5-2	Q09XV5	Chromodomain-helicase-DNA-binding protein 8	Chd8	2336	sp|Q09XV5|CHD8_MOUSE Chromodomain-helicase-DNA-binding protein 8 OS=Mus musculus OX=10090 GN=Chd8 PE=1 SV=1
339990	466980	551850	480390	512160	569790	501350	475300	508840	475940	494480	483360	572390	523420	530690	478960	555790	373180	-1	24	24	20	26.1	26.1	22.9	103.98	0	137.37	19	Q0GA42	Q0GA42	Metal transporter CNNM1	Cnnm1	2337	sp|Q0GA42|CNNM1_MOUSE Metal transporter CNNM1 OS=Mus musculus OX=10090 GN=Cnnm1 PE=1 SV=5
520310	551040	949180	796410	638840	723150	751000	550150	798360	798830	671060	852790	745900	664260	812550	894830	1020500	574620	-1	16	16	16	20.2	20.2	20.2	138.56	0	323.31	23	Q0GNC1;Q0GNC1-3	Q0GNC1;Q0GNC1-3	Inverted formin-2	Inf2	2338	sp|Q0GNC1|INF2_MOUSE Inverted formin-2 OS=Mus musculus OX=10090 GN=Inf2 PE=1 SV=1;sp|Q0GNC1-3|INF2_MOUSE Isoform 2 of Inverted formin-2 OS=Mus musculus OX=10090 GN=Inf2
4072.19995117188	5561	7838.89990234375	6934.10009765625	5867.89990234375	5820.10009765625	6696.7998046875	5953.2001953125	6187.60009765625	5380.60009765625	5647.10009765625	5192.10009765625	4201.10009765625	6026.2998046875	6211.7001953125	6661.39990234375	7507.2998046875	4631.10009765625	-1	3	3	3	3	3	3	150.79	0	6.3063	3	Q0HA38	Q0HA38	Tetratricopeptide repeat protein 21B	Ttc21b	2339	sp|Q0HA38|TT21B_MOUSE Tetratricopeptide repeat protein 21B OS=Mus musculus OX=10090 GN=Ttc21b PE=1 SV=1
197160	290930	280890	265640	280660	325610	370250	313100	267230	246570	254020	298580	351650	345130	284840	259610	306540	231300	-1	16	16	16	13.8	13.8	13.8	191.31	0	47.984	14	Q0KK55;Q0KK55-3;Q0KK55-2	Q0KK55	Protein very KIND	Kndc1	2340	sp|Q0KK55|KNDC1_MOUSE Kinase non-catalytic C-lobe domain-containing protein 1 OS=Mus musculus OX=10090 GN=Kndc1 PE=1 SV=2
5232	7063.2001953125	8413.599609375	7175.5	7323.5	7530.39990234375	4676.5	6578.7998046875	8007.5	6317.2998046875	8838.5	6585.39990234375	6143.7998046875	8339.7998046875	7855.5	8033.7001953125	7819	6935.7998046875	-1	7	7	7	5.7	5.7	5.7	290.74	0	128.01	2	Q0KK59	Q0KK59	Protein unc-79 homolog	Unc79	2341	sp|Q0KK59|UNC79_MOUSE Protein unc-79 homolog OS=Mus musculus OX=10090 GN=Unc79 PE=1 SV=1
36820	52772	76480	71763	57241	75661	45360	58220	75586	58821	66637	71918	63959	69081	67244	61639	58290	46944	-1	6	6	6	31.4	31.4	31.4	37.443	0	21.97	7	Q0KL01	Q0KL01	UBX domain-containing protein 2B	Ubxn2b	2342	sp|Q0KL01|UBX2B_MOUSE UBX domain-containing protein 2B OS=Mus musculus OX=10090 GN=Ubxn2b PE=1 SV=2
2078200	2675300	3655200	2989800	3089400	3411000	2391900	2636700	3607600	2959400	3526300	3101500	3289200	3106600	3677400	2840200	2736600	2427800	-1	60	60	48	27.1	27.1	23.3	288.71	0	323.31	72	Q0KL02-3;Q0KL02;Q0KL02-4;Q0KL02-2	Q0KL02-3;Q0KL02;Q0KL02-4;Q0KL02-2	Triple functional domain protein	Trio	2343	sp|Q0KL02-3|TRIO_MOUSE Isoform 3 of Triple functional domain protein OS=Mus musculus OX=10090 GN=Trio;sp|Q0KL02|TRIO_MOUSE Triple functional domain protein OS=Mus musculus OX=10090 GN=Trio PE=1 SV=3;sp|Q0KL02-4|TRIO_MOUSE Isoform 4 of Triple functional dom
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	6.1	6.1	6.1	60.397	0	253.81	0	Q0P557;Q0P557-3	Q0P557;Q0P557-3	Mitochondria-eating protein	Spata18	2344	sp|Q0P557|MIEAP_MOUSE Mitochondria-eating protein OS=Mus musculus OX=10090 GN=Spata18 PE=1 SV=2;sp|Q0P557-3|MIEAP_MOUSE Isoform 3 of Mitochondria-eating protein OS=Mus musculus OX=10090 GN=Spata18
8601.2001953125	8169.2001953125	12654	11729	8357.900390625	12259	5685.89990234375	7092.7001953125	13595	7129.2998046875	11028	12061	9602.099609375	8904.599609375	14047	5632.2998046875	2440.80004882813	8642.7998046875	-1	4	4	4	8.6	8.6	8.6	91.783	0	57.984	2	Q0P5V2	Q0P5V2	Sine oculis-binding protein homolog	Sobp	2345	sp|Q0P5V2|SOBP_MOUSE Sine oculis-binding protein homolog OS=Mus musculus OX=10090 GN=Sobp PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	3	3	7.7	7.7	7.7	86.527	0.00041085	3.055	0	Q0P5V9-2;Q0P5V9;Q0P5V9-3	Q0P5V9-2;Q0P5V9;Q0P5V9-3	Solute carrier family 45 member 4	Slc45a4	2346	sp|Q0P5V9-2|S45A4_MOUSE Isoform 2 of Solute carrier family 45 member 4 OS=Mus musculus OX=10090 GN=Slc45a4;sp|Q0P5V9|S45A4_MOUSE Solute carrier family 45 member 4 OS=Mus musculus OX=10090 GN=Slc45a4 PE=1 SV=1;sp|Q0P5V9-3|S45A4_MOUSE Isoform 3 of Solute car
300930	392200	490390	425940	408800	480440	443950	401320	505190	426650	435450	447710	449530	455370	474930	444850	458740	344000	-1	19	19	19	17	17	17	161.14	0	72.788	24	Q0P5W1;Q0P5W1-3;Q0P5W1-2	Q0P5W1;Q0P5W1-3;Q0P5W1-2	Vacuolar protein sorting-associated protein 8 homolog	Vps8	2347	sp|Q0P5W1|VPS8_MOUSE Vacuolar protein sorting-associated protein 8 homolog OS=Mus musculus OX=10090 GN=Vps8 PE=1 SV=1;sp|Q0P5W1-3|VPS8_MOUSE Isoform 3 of Vacuolar protein sorting-associated protein 8 homolog OS=Mus musculus OX=10090 GN=Vps8;sp|Q0P5W1-2|VPS
24591	30261	41894	35105	36098	40914	27570	29341	46629	32360	39139	39224	40253	31920	39393	24542	23598	29720	-1	12	12	12	17.3	17.3	17.3	105.69	0	282.85	9	Q0P678;Q0P678-2	Q0P678	Zinc finger CCCH domain-containing protein 18	Zc3h18	2348	sp|Q0P678|ZCH18_MOUSE Zinc finger CCCH domain-containing protein 18 OS=Mus musculus OX=10090 GN=Zc3h18 PE=1 SV=1
2305.69995117188	3153	6196.89990234375	3270	3121.19995117188	4192.7998046875	3167.10009765625	2632.80004882813	5140.2001953125	4258	5271.7998046875	3783.69995117188	3951.30004882813	3957.30004882813	3797.5	4375.2998046875	3051.60009765625	3014.69995117188	-1	11	11	11	27.2	27.2	27.2	63.286	0	134.07	2	Q0PHV7	Q0PHV7	Dapper homolog 3	Dact3	2349	sp|Q0PHV7|DACT3_MOUSE Dapper homolog 3 OS=Mus musculus OX=10090 GN=Dact3 PE=1 SV=1
34722	50376	62474	56992	56353	80349	52306	51315	61612	53315	48498	51950	67535	54280	56529	45094	55839	40192	-1	4	4	4	6.2	6.2	6.2	106.05	0	14.406	5	Q0PMG2	Q0PMG2	MAM domain-containing glycosylphosphatidylinositol anchor protein 1	Mdga1	2350	sp|Q0PMG2|MDGA1_MOUSE MAM domain-containing glycosylphosphatidylinositol anchor protein 1 OS=Mus musculus OX=10090 GN=Mdga1 PE=2 SV=3
7261.89990234375	6082	7337	7310.60009765625	17278	6417.89990234375	7104	6835.7001953125	8288	7393.7998046875	4697.10009765625	9525.5	8652.599609375	9194.2998046875	9220.7998046875	5270.7998046875	4162.2998046875	8781.599609375	-1	3	3	2	4	4	3.1	113.53	0	10.256	1	Q0QWG9-3;Q0QWG9-2;Q0QWG9	Q0QWG9-3;Q0QWG9-2;Q0QWG9	Delphilin	Grid2ip	2351	sp|Q0QWG9-3|GRD2I_MOUSE Isoform 3 of Delphilin OS=Mus musculus OX=10090 GN=Grid2ip;sp|Q0QWG9-2|GRD2I_MOUSE Isoform 2 of Delphilin OS=Mus musculus OX=10090 GN=Grid2ip;sp|Q0QWG9|GRD2I_MOUSE Delphilin OS=Mus musculus OX=10090 GN=Grid2ip PE=1 SV=1
